trial_id,source_file,row_index,group,approximated
seed_regime_switch_headline_0014,reports/v2/regime_switch_headline.csv,14,regime_switch_headline.csv|SILVER,True
seed_regime_switch_headline_0015,reports/v2/regime_switch_headline.csv,15,regime_switch_headline.csv|SILVER,True
seed_regime_switch_headline_0016,reports/v2/regime_switch_headline.csv,16,regime_switch_headline.csv|SILVER,True
seed_regime_switch_headline_0017,reports/v2/regime_switch_headline.csv,17,regime_switch_headline.csv|SILVER,True
seed_regime_switch_headline_0018,reports/v2/regime_switch_headline.csv,18,regime_switch_headline.csv|BTC,True
seed_regime_switch_headline_0019,reports/v2/regime_switch_headline.csv,19,regime_switch_headline.csv|BTC,True
seed_regime_switch_headline_0020,reports/v2/regime_switch_headline.csv,20,regime_switch_headline.csv|BTC,True
seed_regime_switch_headline_0021,reports/v2/regime_switch_headline.csv,21,regime_switch_headline.csv|BTC,True
seed_regime_switch_headline_0022,reports/v2/regime_switch_headline.csv,22,regime_switch_headline.csv|BTC,True
seed_regime_switch_headline_0023,reports/v2/regime_switch_headline.csv,23,regime_switch_headline.csv|BTC,True
seed_regime_switch_headline_0024,reports/v2/regime_switch_headline.csv,24,regime_switch_headline.csv|BTC,True
seed_regime_switch_headline_0025,reports/v2/regime_switch_headline.csv,25,regime_switch_headline.csv|BTC,True
seed_regime_switch_headline_0026,reports/v2/regime_switch_headline.csv,26,regime_switch_headline.csv|BTC,True
seed_regime_switch_headline_0027,reports/v2/regime_switch_headline.csv,27,regime_switch_headline.csv|OIL,True
seed_regime_switch_headline_0028,reports/v2/regime_switch_headline.csv,28,regime_switch_headline.csv|OIL,True
seed_regime_switch_headline_0029,reports/v2/regime_switch_headline.csv,29,regime_switch_headline.csv|OIL,True
seed_regime_switch_headline_0030,reports/v2/regime_switch_headline.csv,30,regime_switch_headline.csv|OIL,True
seed_regime_switch_headline_0031,reports/v2/regime_switch_headline.csv,31,regime_switch_headline.csv|OIL,True
seed_regime_switch_headline_0032,reports/v2/regime_switch_headline.csv,32,regime_switch_headline.csv|OIL,True
seed_regime_switch_headline_0033,reports/v2/regime_switch_headline.csv,33,regime_switch_headline.csv|OIL,True
seed_regime_switch_headline_0034,reports/v2/regime_switch_headline.csv,34,regime_switch_headline.csv|OIL,True
seed_regime_switch_headline_0035,reports/v2/regime_switch_headline.csv,35,regime_switch_headline.csv|OIL,True
seed_regime_switch_headline_0036,reports/v2/regime_switch_headline.csv,36,regime_switch_headline.csv|SP500,True
seed_regime_switch_headline_0037,reports/v2/regime_switch_headline.csv,37,regime_switch_headline.csv|SP500,True
seed_regime_switch_headline_0038,reports/v2/regime_switch_headline.csv,38,regime_switch_headline.csv|SP500,True
seed_regime_switch_headline_0039,reports/v2/regime_switch_headline.csv,39,regime_switch_headline.csv|SP500,True
seed_regime_switch_headline_0040,reports/v2/regime_switch_headline.csv,40,regime_switch_headline.csv|SP500,True
seed_regime_switch_headline_0041,reports/v2/regime_switch_headline.csv,41,regime_switch_headline.csv|SP500,True
seed_regime_switch_headline_0042,reports/v2/regime_switch_headline.csv,42,regime_switch_headline.csv|SP500,True
seed_regime_switch_headline_0043,reports/v2/regime_switch_headline.csv,43,regime_switch_headline.csv|SP500,True
seed_regime_switch_headline_0044,reports/v2/regime_switch_headline.csv,44,regime_switch_headline.csv|SP500,True
seed_smartdca_grid_0000,reports/v2/smartdca_grid.csv,0,smartdca_grid.csv|BTC,True
seed_smartdca_grid_0001,reports/v2/smartdca_grid.csv,1,smartdca_grid.csv|BTC,True
seed_smartdca_grid_0002,reports/v2/smartdca_grid.csv,2,smartdca_grid.csv|BTC,True
seed_smartdca_grid_0003,reports/v2/smartdca_grid.csv,3,smartdca_grid.csv|BTC,True
seed_smartdca_grid_0004,reports/v2/smartdca_grid.csv,4,smartdca_grid.csv|BTC,True
seed_smartdca_grid_0005,reports/v2/smartdca_grid.csv,5,smartdca_grid.csv|BTC,True
seed_smartdca_grid_0006,reports/v2/smartdca_grid.csv,6,smartdca_grid.csv|BTC,True
seed_smartdca_grid_0007,reports/v2/smartdca_grid.csv,7,smartdca_grid.csv|BTC,True
seed_smartdca_grid_0008,reports/v2/smartdca_grid.csv,8,smartdca_grid.csv|BTC,True
seed_smartdca_grid_0009,reports/v2/smartdca_grid.csv,9,smartdca_grid.csv|BTC,True
seed_smartdca_grid_0010,reports/v2/smartdca_grid.csv,10,smartdca_grid.csv|BTC,True
seed_smartdca_grid_0011,reports/v2/smartdca_grid.csv,11,smartdca_grid.csv|BTC,True
seed_smartdca_grid_0012,reports/v2/smartdca_grid.csv,12,smartdca_grid.csv|GOLD,True
seed_smartdca_grid_0013,reports/v2/smartdca_grid.csv,13,smartdca_grid.csv|GOLD,True
seed_smartdca_grid_0014,reports/v2/smartdca_grid.csv,14,smartdca_grid.csv|GOLD,True
seed_smartdca_grid_0015,reports/v2/smartdca_grid.csv,15,smartdca_grid.csv|GOLD,True
seed_smartdca_grid_0016,reports/v2/smartdca_grid.csv,16,smartdca_grid.csv|GOLD,True
seed_smartdca_grid_0017,reports/v2/smartdca_grid.csv,17,smartdca_grid.csv|GOLD,True
seed_smartdca_grid_0018,reports/v2/smartdca_grid.csv,18,smartdca_grid.csv|GOLD,True
seed_smartdca_grid_0019,reports/v2/smartdca_grid.csv,19,smartdca_grid.csv|GOLD,True
seed_smartdca_grid_0020,reports/v2/smartdca_grid.csv,20,smartdca_grid.csv|GOLD,True
seed_smartdca_grid_0021,reports/v2/smartdca_grid.csv,21,smartdca_grid.csv|GOLD,True
seed_smartdca_grid_0022,reports/v2/smartdca_grid.csv,22,smartdca_grid.csv|GOLD,True
seed_smartdca_grid_0023,reports/v2/smartdca_grid.csv,23,smartdca_grid.csv|GOLD,True
seed_smartdca_grid_0024,reports/v2/smartdca_grid.csv,24,smartdca_grid.csv|SILVER,True
seed_smartdca_grid_0025,reports/v2/smartdca_grid.csv,25,smartdca_grid.csv|SILVER,True
seed_smartdca_grid_0026,reports/v2/smartdca_grid.csv,26,smartdca_grid.csv|SILVER,True
seed_smartdca_grid_0027,reports/v2/smartdca_grid.csv,27,smartdca_grid.csv|SILVER,True
seed_smartdca_grid_0028,reports/v2/smartdca_grid.csv,28,smartdca_grid.csv|SILVER,True
seed_smartdca_grid_0029,reports/v2/smartdca_grid.csv,29,smartdca_grid.csv|SILVER,True
seed_smartdca_grid_0030,reports/v2/smartdca_grid.csv,30,smartdca_grid.csv|SILVER,True
seed_smartdca_grid_0031,reports/v2/smartdca_grid.csv,31,smartdca_grid.csv|SILVER,True
seed_smartdca_grid_0032,reports/v2/smartdca_grid.csv,32,smartdca_grid.csv|SILVER,True
seed_smartdca_grid_0033,reports/v2/smartdca_grid.csv,33,smartdca_grid.csv|SILVER,True
seed_smartdca_grid_0034,reports/v2/smartdca_grid.csv,34,smartdca_grid.csv|SILVER,True
seed_smartdca_grid_0035,reports/v2/smartdca_grid.csv,35,smartdca_grid.csv|SILVER,True
seed_smartdca_grid_extra_0000,reports/v2/smartdca_grid_extra.csv,0,smartdca_grid_extra.csv|OIL,True
seed_smartdca_grid_extra_0001,reports/v2/smartdca_grid_extra.csv,1,smartdca_grid_extra.csv|OIL,True
seed_smartdca_grid_extra_0002,reports/v2/smartdca_grid_extra.csv,2,smartdca_grid_extra.csv|OIL,True
seed_smartdca_grid_extra_0003,reports/v2/smartdca_grid_extra.csv,3,smartdca_grid_extra.csv|OIL,True
seed_smartdca_grid_extra_0004,reports/v2/smartdca_grid_extra.csv,4,smartdca_grid_extra.csv|OIL,True
seed_smartdca_grid_extra_0005,reports/v2/smartdca_grid_extra.csv,5,smartdca_grid_extra.csv|OIL,True
seed_smartdca_grid_extra_0006,reports/v2/smartdca_grid_extra.csv,6,smartdca_grid_extra.csv|OIL,True
seed_smartdca_grid_extra_0007,reports/v2/smartdca_grid_extra.csv,7,smartdca_grid_extra.csv|OIL,True
seed_smartdca_grid_extra_0008,reports/v2/smartdca_grid_extra.csv,8,smartdca_grid_extra.csv|OIL,True
seed_smartdca_grid_extra_0009,reports/v2/smartdca_grid_extra.csv,9,smartdca_grid_extra.csv|OIL,True
seed_smartdca_grid_extra_0010,reports/v2/smartdca_grid_extra.csv,10,smartdca_grid_extra.csv|OIL,True
seed_smartdca_grid_extra_0011,reports/v2/smartdca_grid_extra.csv,11,smartdca_grid_extra.csv|OIL,True
seed_smartdca_grid_extra_0012,reports/v2/smartdca_grid_extra.csv,12,smartdca_grid_extra.csv|ENERGY,True
seed_smartdca_grid_extra_0013,reports/v2/smartdca_grid_extra.csv,13,smartdca_grid_extra.csv|ENERGY,True
seed_smartdca_grid_extra_0014,reports/v2/smartdca_grid_extra.csv,14,smartdca_grid_extra.csv|ENERGY,True
seed_smartdca_grid_extra_0015,reports/v2/smartdca_grid_extra.csv,15,smartdca_grid_extra.csv|ENERGY,True
seed_smartdca_grid_extra_0016,reports/v2/smartdca_grid_extra.csv,16,smartdca_grid_extra.csv|ENERGY,True
seed_smartdca_grid_extra_0017,reports/v2/smartdca_grid_extra.csv,17,smartdca_grid_extra.csv|ENERGY,True
seed_smartdca_grid_extra_0018,reports/v2/smartdca_grid_extra.csv,18,smartdca_grid_extra.csv|ENERGY,True
seed_smartdca_grid_extra_0019,reports/v2/smartdca_grid_extra.csv,19,smartdca_grid_extra.csv|ENERGY,True
seed_smartdca_grid_extra_0020,reports/v2/smartdca_grid_extra.csv,20,smartdca_grid_extra.csv|ENERGY,True
seed_smartdca_grid_extra_0021,reports/v2/smartdca_grid_extra.csv,21,smartdca_grid_extra.csv|ENERGY,True
seed_smartdca_grid_extra_0022,reports/v2/smartdca_grid_extra.csv,22,smartdca_grid_extra.csv|ENERGY,True
seed_smartdca_grid_extra_0023,reports/v2/smartdca_grid_extra.csv,23,smartdca_grid_extra.csv|ENERGY,True
seed_smartdca_grid_extra_0024,reports/v2/smartdca_grid_extra.csv,24,smartdca_grid_extra.csv|SP500,True
seed_smartdca_grid_extra_0025,reports/v2/smartdca_grid_extra.csv,25,smartdca_grid_extra.csv|SP500,True
seed_smartdca_grid_extra_0026,reports/v2/smartdca_grid_extra.csv,26,smartdca_grid_extra.csv|SP500,True
seed_smartdca_grid_extra_0027,reports/v2/smartdca_grid_extra.csv,27,smartdca_grid_extra.csv|SP500,True
seed_smartdca_grid_extra_0028,reports/v2/smartdca_grid_extra.csv,28,smartdca_grid_extra.csv|SP500,True
seed_smartdca_grid_extra_0029,reports/v2/smartdca_grid_extra.csv,29,smartdca_grid_extra.csv|SP500,True
seed_smartdca_grid_extra_0030,reports/v2/smartdca_grid_extra.csv,30,smartdca_grid_extra.csv|SP500,True
seed_smartdca_grid_extra_0031,reports/v2/smartdca_grid_extra.csv,31,smartdca_grid_extra.csv|SP500,True
seed_smartdca_grid_extra_0032,reports/v2/smartdca_grid_extra.csv,32,smartdca_grid_extra.csv|SP500,True
seed_smartdca_grid_extra_0033,reports/v2/smartdca_grid_extra.csv,33,smartdca_grid_extra.csv|SP500,True
seed_smartdca_grid_extra_0034,reports/v2/smartdca_grid_extra.csv,34,smartdca_grid_extra.csv|SP500,True
seed_smartdca_grid_extra_0035,reports/v2/smartdca_grid_extra.csv,35,smartdca_grid_extra.csv|SP500,True
