observation_date,ISM_PMI_reconstructed
1969-11-01,50.32846715328467
1969-12-01,50.0
1970-01-01,49.07462686567164
1970-02-01,48.149253731343286
1970-03-01,47.3134328358209
1970-04-01,46.38805970149254
1970-05-01,45.492537313432834
1970-06-01,44.56716417910448
1970-07-01,43.67164179104478
1970-08-01,42.74626865671642
1970-09-01,41.82089552238806
1970-10-01,40.92537313432836
1970-11-01,40.0
1970-12-01,42.12264150943396
1971-01-01,44.31603773584906
1971-02-01,46.509433962264154
1971-03-01,48.490566037735846
1971-04-01,50.68396226415094
1971-05-01,52.806603773584904
1971-06-01,55.0
1971-07-01,55.24590163934426
1971-08-01,55.5
1971-09-01,55.75409836065574
1971-10-01,56.0
1971-11-01,56.25409836065574
1971-12-01,56.5
1972-01-01,56.75409836065574
1972-02-01,57.00819672131148
1972-03-01,57.24590163934426
1972-04-01,57.5
1972-05-01,57.74590163934426
1972-06-01,58.0
1972-07-01,58.32876712328767
1972-08-01,58.66849315068493
1972-09-01,59.00821917808219
1972-10-01,59.33698630136986
1972-11-01,59.676712328767124
1972-12-01,60.00547945205479
1973-01-01,60.345205479452055
1973-02-01,60.68493150684932
1973-03-01,60.99178082191781
1973-04-01,61.33150684931507
1973-05-01,61.66027397260274
1973-06-01,62.0
1973-07-01,60.627450980392155
1973-08-01,59.209150326797385
1973-09-01,57.790849673202615
1973-10-01,56.41830065359477
1973-11-01,55.0
1973-12-01,53.58490566037736
1974-01-01,52.12264150943396
1974-02-01,50.660377358490564
1974-03-01,49.339622641509436
1974-04-01,47.87735849056604
1974-05-01,46.4622641509434
1974-06-01,45.0
1974-07-01,43.68131868131868
1974-08-01,42.31868131868132
1974-09-01,40.956043956043956
1974-10-01,39.637362637362635
1974-11-01,38.27472527472528
1974-12-01,36.956043956043956
1975-01-01,35.59340659340659
1975-02-01,34.230769230769226
1975-03-01,33.0
1975-04-01,35.52717391304348
1975-05-01,37.97282608695652
1975-06-01,40.5
1975-07-01,42.94565217391305
1975-08-01,45.47282608695652
1975-09-01,48.0
1975-10-01,48.76642335766423
1975-11-01,49.558394160583944
1975-12-01,50.324817518248175
1976-01-01,51.11678832116788
1976-02-01,51.90875912408759
1976-03-01,52.64963503649635
1976-04-01,53.441605839416056
1976-05-01,54.20802919708029
1976-06-01,55.0
1976-07-01,55.24657534246575
1976-08-01,55.5013698630137
1976-09-01,55.75616438356165
1976-10-01,56.0027397260274
1976-11-01,56.25753424657534
1976-12-01,56.50410958904109
1977-01-01,56.75890410958904
1977-02-01,57.013698630136986
1977-03-01,57.24383561643835
1977-04-01,57.4986301369863
1977-05-01,57.74520547945205
1977-06-01,58.0
1977-07-01,58.16438356164384
1977-08-01,58.33424657534247
1977-09-01,58.50410958904109
1977-10-01,58.66849315068493
1977-11-01,58.83835616438356
1977-12-01,59.0027397260274
1978-01-01,59.172602739726024
1978-02-01,59.342465753424655
1978-03-01,59.49589041095891
1978-04-01,59.66575342465753
1978-05-01,59.83013698630137
1978-06-01,60.0
1978-07-01,59.58904109589041
1978-08-01,59.16438356164384
1978-09-01,58.73972602739726
1978-10-01,58.32876712328767
1978-11-01,57.9041095890411
1978-12-01,57.49315068493151
1979-01-01,57.06849315068493
1979-02-01,56.64383561643836
1979-03-01,56.26027397260274
1979-04-01,55.83561643835616
1979-05-01,55.42465753424658
1979-06-01,55.0
1979-07-01,53.598130841121495
1979-08-01,52.149532710280376
1979-09-01,50.70093457943925
1979-10-01,49.29906542056075
1979-11-01,47.850467289719624
1979-12-01,46.44859813084112
1980-01-01,45.0
1980-02-01,44.14835164835165
1980-03-01,43.35164835164835
1980-04-01,42.5
1980-05-01,41.675824175824175
1980-06-01,40.824175824175825
1980-07-01,40.0
1980-08-01,43.369565217391305
1980-09-01,46.73913043478261
1980-10-01,50.0
1980-11-01,49.772893772893774
1980-12-01,49.553113553113555
1981-01-01,49.32600732600733
1981-02-01,49.0989010989011
1981-03-01,48.89377289377289
1981-04-01,48.666666666666664
1981-05-01,48.446886446886445
1981-06-01,48.21978021978022
1981-07-01,48.0
1981-08-01,47.07462686567164
1981-09-01,46.149253731343286
1981-10-01,45.25373134328358
1981-11-01,44.32835820895522
1981-12-01,43.43283582089552
1982-01-01,42.507462686567166
1982-02-01,41.582089552238806
1982-03-01,40.74626865671642
1982-04-01,39.82089552238806
1982-05-01,38.92537313432836
1982-06-01,38.0
1982-07-01,37.01960784313726
1982-08-01,36.00653594771242
1982-09-01,34.99346405228758
1982-10-01,34.01307189542484
1982-11-01,33.0
1982-12-01,36.113207547169814
1983-01-01,39.33018867924528
1983-02-01,42.54716981132076
1983-03-01,45.45283018867924
1983-04-01,48.66981132075472
1983-05-01,51.783018867924525
1983-06-01,55.0
1983-07-01,56.96261682242991
1983-08-01,58.99065420560748
1983-09-01,61.018691588785046
1983-10-01,62.981308411214954
1983-11-01,65.00934579439252
1983-12-01,66.97196261682242
1984-01-01,69.0
1984-02-01,67.16447368421052
1984-03-01,65.44736842105263
1984-04-01,63.61184210526316
1984-05-01,61.83552631578947
1984-06-01,60.0
1984-07-01,59.178082191780824
1984-08-01,58.32876712328767
1984-09-01,57.47945205479452
1984-10-01,56.657534246575345
1984-11-01,55.80821917808219
1984-12-01,54.986301369863014
1985-01-01,54.13698630136986
1985-02-01,53.28767123287671
1985-03-01,52.52054794520548
1985-04-01,51.67123287671233
1985-05-01,50.849315068493155
1985-06-01,50.0
1985-07-01,50.16438356164384
1985-08-01,50.33424657534247
1985-09-01,50.50410958904109
1985-10-01,50.66849315068493
1985-11-01,50.83835616438356
1985-12-01,51.0027397260274
1986-01-01,51.172602739726024
1986-02-01,51.342465753424655
1986-03-01,51.49589041095891
1986-04-01,51.66575342465753
1986-05-01,51.83013698630137
1986-06-01,52.0
1986-07-01,52.49315068493151
1986-08-01,53.0027397260274
1986-09-01,53.512328767123286
1986-10-01,54.00547945205479
1986-11-01,54.515068493150686
1986-12-01,55.00821917808219
1987-01-01,55.51780821917808
1987-02-01,56.02739726027397
1987-03-01,56.487671232876714
1987-04-01,56.9972602739726
1987-05-01,57.49041095890411
1987-06-01,58.0
1987-07-01,58.16393442622951
1987-08-01,58.333333333333336
1987-09-01,58.50273224043716
1987-10-01,58.666666666666664
1987-11-01,58.83606557377049
1987-12-01,59.0
1988-01-01,59.169398907103826
1988-02-01,59.33879781420765
1988-03-01,59.49726775956284
1988-04-01,59.666666666666664
1988-05-01,59.830601092896174
1988-06-01,60.0
1988-07-01,59.342465753424655
1988-08-01,58.66301369863014
1988-09-01,57.983561643835614
1988-10-01,57.326027397260276
1988-11-01,56.64657534246575
1988-12-01,55.989041095890414
1989-01-01,55.30958904109589
1989-02-01,54.63013698630137
1989-03-01,54.016438356164386
1989-04-01,53.33698630136986
1989-05-01,52.679452054794524
1989-06-01,52.0
1989-07-01,51.7196261682243
1989-08-01,51.429906542056074
1989-09-01,51.14018691588785
1989-10-01,50.85981308411215
1989-11-01,50.570093457943926
1989-12-01,50.28971962616822
1990-01-01,50.0
1990-02-01,49.48618784530387
1990-03-01,49.02209944751381
1990-04-01,48.50828729281768
1990-05-01,48.011049723756905
1990-06-01,47.49723756906077
1990-07-01,47.0
1990-08-01,44.641304347826086
1990-09-01,42.28260869565217
1990-10-01,40.0
1990-11-01,39.66304347826087
1990-12-01,39.33695652173913
1991-01-01,39.0
1991-02-01,39.52542372881356
1991-03-01,40.0
1991-04-01,41.34782608695652
1991-05-01,42.65217391304348
1991-06-01,44.0
1991-07-01,45.30434782608695
1991-08-01,46.65217391304348
1991-09-01,48.0
1991-10-01,48.76642335766423
1991-11-01,49.558394160583944
1991-12-01,50.324817518248175
1992-01-01,51.11678832116788
1992-02-01,51.90875912408759
1992-03-01,52.64963503649635
1992-04-01,53.441605839416056
1992-05-01,54.20802919708029
1992-06-01,55.0
1992-07-01,54.58904109589041
1992-08-01,54.16438356164384
1992-09-01,53.73972602739726
1992-10-01,53.32876712328767
1992-11-01,52.9041095890411
1992-12-01,52.49315068493151
1993-01-01,52.06849315068493
1993-02-01,51.64383561643836
1993-03-01,51.26027397260274
1993-04-01,50.83561643835616
1993-05-01,50.42465753424658
1993-06-01,50.0
1993-07-01,50.8411214953271
1993-08-01,51.71028037383178
1993-09-01,52.57943925233645
1993-10-01,53.42056074766355
1993-11-01,54.28971962616822
1993-12-01,55.13084112149533
1994-01-01,56.0
1994-02-01,56.41059602649007
1994-03-01,56.78145695364238
1994-04-01,57.19205298013245
1994-05-01,57.58940397350993
1994-06-01,58.0
1994-07-01,58.32786885245902
1994-08-01,58.666666666666664
1994-09-01,59.005464480874316
1994-10-01,59.333333333333336
1994-11-01,59.67213114754098
1994-12-01,60.0
1995-01-01,57.785714285714285
1995-02-01,55.57142857142857
1995-03-01,53.57142857142857
1995-04-01,51.35714285714286
1995-05-01,49.214285714285715
1995-06-01,47.0
1995-07-01,46.91803278688525
1995-08-01,46.833333333333336
1995-09-01,46.74863387978142
1995-10-01,46.666666666666664
1995-11-01,46.58196721311475
1995-12-01,46.5
1996-01-01,47.26229508196721
1996-02-01,48.02459016393443
1996-03-01,48.73770491803279
1996-04-01,49.5
1996-05-01,50.23770491803279
1996-06-01,51.0
1996-07-01,51.32876712328767
1996-08-01,51.66849315068493
1996-09-01,52.00821917808219
1996-10-01,52.33698630136986
1996-11-01,52.676712328767124
1996-12-01,53.00547945205479
1997-01-01,53.345205479452055
1997-02-01,53.68493150684932
1997-03-01,53.99178082191781
1997-04-01,54.33150684931507
1997-05-01,54.66027397260274
1997-06-01,55.0
1997-07-01,54.1588785046729
1997-08-01,53.28971962616822
1997-09-01,52.42056074766355
1997-10-01,51.57943925233645
1997-11-01,50.71028037383178
1997-12-01,49.86915887850467
1998-01-01,49.0
1998-02-01,48.70754716981132
1998-03-01,48.443396226415096
1998-04-01,48.15094339622642
1998-05-01,47.867924528301884
1998-06-01,47.575471698113205
1998-07-01,47.29245283018868
1998-08-01,47.0
1998-09-01,46.79672131147541
1998-10-01,46.6
1998-11-01,46.39672131147541
1998-12-01,46.2
1999-01-01,46.84725274725275
1999-02-01,47.494505494505496
1999-03-01,48.07912087912088
1999-04-01,48.72637362637363
1999-05-01,49.35274725274725
1999-06-01,50.0
1999-07-01,50.81967213114754
1999-08-01,51.666666666666664
1999-09-01,52.513661202185794
1999-10-01,53.333333333333336
1999-11-01,54.18032786885246
1999-12-01,55.0
2000-01-01,55.169398907103826
2000-02-01,55.33879781420765
2000-03-01,55.49726775956284
2000-04-01,55.666666666666664
2000-05-01,55.830601092896174
2000-06-01,56.0
2000-07-01,52.80327868852459
2000-08-01,49.5
2000-09-01,47.81830065359477
2000-10-01,46.190849673202614
2000-11-01,44.50915032679739
2000-12-01,42.88169934640523
2001-01-01,41.2
2001-02-01,42.14576271186441
2001-03-01,43.0
2001-04-01,43.67391304347826
2001-05-01,44.32608695652174
2001-06-01,45.0
2001-07-01,45.65217391304348
2001-08-01,46.32608695652174
2001-09-01,47.0
2001-10-01,45.77049180327869
2001-11-01,44.5
2001-12-01,43.7
2002-01-01,46.8
2002-02-01,49.9
2002-03-01,51.32333333333333
2002-04-01,52.899166666666666
2002-05-01,54.424166666666665
2002-06-01,56.0
2002-07-01,55.34426229508197
2002-08-01,54.666666666666664
2002-09-01,53.98907103825137
2002-10-01,53.333333333333336
2002-11-01,52.65573770491803
2002-12-01,52.0
2003-01-01,49.93333333333334
2003-02-01,47.86666666666667
2003-03-01,46.0
2003-04-01,47.280434782608694
2003-05-01,48.5195652173913
2003-06-01,49.8
2003-07-01,51.308196721311475
2003-08-01,52.86666666666667
2003-09-01,54.42513661202186
2003-10-01,55.93333333333333
2003-11-01,57.49180327868852
2003-12-01,59.0
2004-01-01,63.6
2004-02-01,63.069736842105264
2004-03-01,62.57368421052632
2004-04-01,62.04342105263158
2004-05-01,61.53026315789474
2004-06-01,61.0
2004-07-01,60.50819672131148
2004-08-01,60.0
2004-09-01,59.49180327868852
2004-10-01,59.0
2004-11-01,58.49180327868852
2004-12-01,58.0
2005-01-01,57.14835164835165
2005-02-01,56.2967032967033
2005-03-01,55.527472527472526
2005-04-01,54.675824175824175
2005-05-01,53.85164835164835
2005-06-01,53.0
2005-07-01,53.65573770491803
2005-08-01,54.333333333333336
2005-09-01,55.01092896174863
2005-10-01,55.666666666666664
2005-11-01,56.34426229508197
2005-12-01,57.0
2006-01-01,56.48901098901099
2006-02-01,55.97802197802198
2006-03-01,55.51648351648352
2006-04-01,55.005494505494504
2006-05-01,54.51098901098901
2006-06-01,54.0
2006-07-01,53.57377049180328
2006-08-01,53.13333333333333
2006-09-01,52.692896174863385
2006-10-01,52.266666666666666
2006-11-01,51.82622950819672
2006-12-01,51.4
2007-01-01,52.183516483516485
2007-02-01,52.967032967032964
2007-03-01,53.674725274725276
2007-04-01,54.458241758241755
2007-05-01,55.216483516483514
2007-06-01,56.0
2007-07-01,54.75409836065574
2007-08-01,53.46666666666667
2007-09-01,52.1792349726776
2007-10-01,50.93333333333333
2007-11-01,49.64590163934426
2007-12-01,48.4
2008-01-01,48.58633879781421
2008-02-01,48.772677595628416
2008-03-01,48.946994535519124
2008-04-01,49.13333333333333
2008-05-01,49.31366120218579
2008-06-01,49.5
2008-07-01,47.54347826086956
2008-08-01,45.52173913043478
2008-09-01,43.5
2008-10-01,38.9
2008-11-01,36.2
2008-12-01,32.9
2009-01-01,35.6
2009-02-01,37.4887417218543
2009-03-01,39.194701986754964
2009-04-01,41.08344370860927
2009-05-01,42.911258278145695
2009-06-01,44.8
2009-07-01,48.78360655737705
2009-08-01,52.9
2009-09-01,53.40819672131148
2009-10-01,53.9
2009-11-01,54.40819672131148
2009-12-01,54.9
2010-01-01,55.88543046357616
2010-02-01,56.87086092715232
2010-03-01,57.76092715231788
2010-04-01,58.74635761589404
2010-05-01,59.7
2010-06-01,59.279906542056075
2010-07-01,58.87336448598131
2010-08-01,58.453271028037385
2010-09-01,58.03317757009346
2010-10-01,57.62663551401869
2010-11-01,57.20654205607477
2010-12-01,56.8
2011-01-01,56.54450549450549
2011-02-01,56.28901098901099
2011-03-01,56.058241758241756
2011-04-01,55.80274725274725
2011-05-01,55.5554945054945
2011-06-01,55.3
2011-07-01,54.79019607843137
2011-08-01,54.263398692810455
2011-09-01,53.736601307189545
2011-10-01,53.22679738562092
2011-11-01,52.7
2011-12-01,52.34197530864198
2012-01-01,51.97201646090535
2012-02-01,51.602057613168725
2012-03-01,51.2559670781893
2012-04-01,50.886008230452674
2012-05-01,50.52798353909465
2012-06-01,50.15802469135802
2012-07-01,49.8
2012-08-01,49.98235294117647
2012-09-01,50.16470588235294
2012-10-01,50.34117647058824
2012-11-01,50.523529411764706
2012-12-01,50.7
2013-01-01,50.73406593406594
2013-02-01,50.76813186813187
2013-03-01,50.7989010989011
2013-04-01,50.832967032967034
2013-05-01,50.86593406593406
2013-06-01,50.9
2013-07-01,51.9
2013-08-01,52.93333333333333
2013-09-01,53.96666666666667
2013-10-01,54.96666666666667
2013-11-01,56.0
2013-12-01,57.0
2014-01-01,57.25514403292181
2014-02-01,57.510288065843625
2014-03-01,57.74074074074074
2014-04-01,57.99588477366255
2014-05-01,58.242798353909464
2014-06-01,58.49794238683128
2014-07-01,58.74485596707819
2014-08-01,59.0
2014-09-01,58.00901639344262
2014-10-01,57.05
2014-11-01,56.059016393442626
2014-12-01,55.1
2015-01-01,54.82747252747253
2015-02-01,54.55494505494506
2015-03-01,54.308791208791206
2015-04-01,54.036263736263734
2015-05-01,53.77252747252747
2015-06-01,53.5
2015-07-01,52.53921568627451
2015-08-01,51.54640522875817
2015-09-01,50.55359477124183
2015-10-01,49.59281045751634
2015-11-01,48.6
2015-12-01,48.0
2016-01-01,48.2
2016-02-01,48.374647887323945
2016-03-01,48.53802816901408
2016-04-01,48.712676056338026
2016-05-01,48.88169014084507
2016-06-01,49.056338028169016
2016-07-01,49.225352112676056
2016-08-01,49.4
2016-09-01,51.5
2016-10-01,52.48901098901099
2016-11-01,53.51098901098901
2016-12-01,54.5
2017-01-01,55.06208791208791
2017-02-01,55.62417582417582
2017-03-01,56.13186813186813
2017-04-01,56.69395604395604
2017-05-01,57.237912087912086
2017-06-01,57.8
2017-07-01,58.11147540983606
2017-08-01,58.43333333333333
2017-09-01,58.7551912568306
2017-10-01,59.06666666666667
2017-11-01,59.38852459016394
2017-12-01,59.7
2018-01-01,59.90411522633745
2018-02-01,60.108230452674896
2018-03-01,60.29259259259259
2018-04-01,60.49670781893004
2018-05-01,60.69423868312757
2018-06-01,60.89835390946502
2018-07-01,61.09588477366255
2018-08-01,61.3
2018-09-01,59.470491803278684
2018-10-01,57.7
2018-11-01,55.87049180327869
2018-12-01,54.1
2019-01-01,56.6
2019-02-01,55.59403973509934
2019-03-01,54.68543046357616
2019-04-01,53.679470198675496
2019-05-01,52.70596026490067
2019-06-01,51.7
2019-07-01,50.42131147540984
2019-08-01,49.1
2019-09-01,48.69344262295082
2019-10-01,48.3
2019-11-01,47.74098360655738
2019-12-01,47.2
